stem,long,translation,n
entwicklungshilf,entwicklungshilfe,development aid,78
gladbeck,gladbeck,gladbeck,78
iserlohn,iserlohn,iserlohn,78
jannink,jannink,jannink,78
jiri,jiri,jiri,78
kirgisistan,kirgisistan,kyrgyzstan,78
lebensmittelfabr,lebensmittelfabrik,food factory,78
lich,lich,ly,78
lorestani,lorestani,lorestani,78
mitred,mitreden,join the conversation,78
quartalszahl,quartalszahlen,quarterly figures,78
sabitz,sabitzer,slobber,78
sané,sané,sané,78
schwalb,schwalb,swallow,78
stoxx,stoxx,euro stoxx 50,78
swissmedic,swissmedic,swissmedic,78
trail,trail,trail,78
uberstimm,überstimmen,overrule,78
vernebel,vernebelung,obfuscation,78
weitab,weitab,far away,78
auflagenfrei,auflagenfrei,the building permit should be unconditional (baufreigabe,77
carlo,carlo,carlo,77
digitaltag,digitaltag,digital day,77
elch,elch,elk,77
gesamtstromerzeug,gesamtstromerzeugung,the total electricity generation for the billing period is determined,77
gesprachsbedarf,gesprächsbedarf,need for discussion,77
immobilienkonz,immobilienkonzern,real estate company,77
jota,jota,jota,77
kiss,kiss,kiss,77
lithium,lithium,lithium,77
ludvigsson,ludvigsson,ludvigsson,77
luthi,lüthi,lüthi eh,77
nachgerechnet,nachgerechnet,re-calculated on,77
neugier,neugierig,curious,77
nina,nina,nina,77
politburo,politbüro,politburo,77
raaflaub,raaflaub,raaflaub,77
rannt,rannte,iran,77
restrukturier,restrukturierung,restructuring,77
revidi,revidieren,revise key assumptions,77
rost,rost,rust,77
rugt,rügt,reprimands,77
spezialfall,spezialfall,special case,77
stadtfuhr,stadtführer,tour guide,77
steuererheb,steuererhebung,tax collection,77
svensk,svensk,svensk,77
tanzverbot,tanzverbot,dance ban,77
tfis,tfis,tfis,77
veljkovic,veljkovic,marjan veljkovic,77
verbrauchervertrau,verbrauchervertrauen,consumer confidence,77
vermag,vermag,able,77
waffenruh,waffenruhe,cease fire,77
alias,alias,alias,76
arbeitsbesuch,arbeitsbesuch,short work visit,76
baleareninseln,baleareninseln,balearic islands,76
bebeta,bebeta,bebeta,76
bladjur,bladjur,bladjur,76
boateng,boateng,jérôme  boateng,76
burokratieabbau,bürokratieabbau,bureaucracy reduction,76
drahtlos,drahtlos,wireless,76
entgegengewirkt,entgegengewirkt,cream,76
erotisk,erotisk,erotisk,76
ersatzshow,ersatzshow,replacement show,76
faktenlag,faktenlage,facts,76
ferenc,ferenc,ferenc,76
floorball,floorball,floorball,76
foejg,foejg,foejg,76
giesskann,gießkanne,watering can,76
indian,indian,indian,76
jobabbau,jobabbau,job cuts,76
kapp,kapp,kapp,76
kingsley,kingsley,kingsley,76
luxembourg,luxembourg,luxembourg,76
mittsomm,mittsommer,10. midsummer,76
moderation,moderation,moderation,76
nerzzucht,nerzzucht,mink breeding,76
okonomin,ökonomin,economist,76
schweizerin,schweizerin,swiss,76
superliga,superliga,superliga,76
thronbesteig,thronbesteigung,ascent of the throne,76
wasserknapp,wasserknappheit,water scarcity,76
weichklopf,weichklopfen,pound soft,76
wiking,wiking,wiking,76
wirtschaftshochschul,wirtschaftshochschule,french business school,76
wovor,wovor,what are you so afraid of,76
zielkonflikt,zielkonflikt,conflict of values and objectives,76
zobrist,zobrist,r. zobrist,76
zuruckfallt,zurückfällt,falls behind,76
attraktion,attraktion,attraction,75
begnug,begnügen,content,75
clash,clash,clash,75
daði,daði,daði,75
familienfoto,familienfoto,family photo,75
gros,gros,wholesale,75
heimwerk,heimwerken,home improvement,75
hektar,hektar,hectare,75
hernandez,hernandez,luis hernandez,75
informat,informatik,computer science,75
itun,itunes,itunes,75
landshut,landshut,landshut,75
mandanda,mandanda,mandanda,75
minimier,minimierung,minimisation,75
misleading,misleading,misleading,75
modebranch,modebranche,fashion industry,75
nominell,nominell,nominal,75
pontus,pontus,pontus,75
qboefnjf,qboefnjf,qboefnjf,75
rocket,rocket,rocket,75
roglic,roglic,roglic,75
schwergewicht,schwergewicht,heavyweight,75
unuberwindbar,unüberwindbar,insurmountable,75
verschworungsmyth,verschwörungsmythen,conspiracy myths,75
wahloo,wahlöö,wahlöö,75
waltrop,waltrop,waltrop,75
worin,worin,wherein,75
xherdan,xherdan,your xherdan,75
betriebsweihnachtsfei,betriebsweihnachtsfeiern,company christmas parties,74
button,button,button,74
diskret,diskret,discrete,74
eimsbuttel,eimsbüttel,customer centre eimsbüttel,74
eurostaat,eurostaat,eurostate,74
finanzexpert,finanzexperte,finance expert,74
hamolys,hämolyse,haemolysis,74
hinkrieg,hinkriegen,we will probably manage that,74
isch,isch,isch/de,74
kaeslin,kaeslin,kaeslin,74
krawietz,krawietz,thomas krawietz,74
laurenc,laurence,c.r. laurence,74
mehmedi,mehmedi,i notar vjolca mehmedi,74
menn,menn,menn,74
mentor,mentor,mentor,74
mittsommerab,mittsommerabend,midsummer evening,74
popp,popp,nicole popp,74
recoveri,recoveries,successful recoveries,74
remscheid,remscheid,remscheid,74
sint,sint,sint word,74
startpunkt,startpunkt,starting point,74
stramm,stramm,tight,74
tusk,tusk,tusk,74
velázquez,velázquez,velazquez,74
versteigert,versteigert,auctioned,74
wiederhergestellt,wiederhergestellt,restored,74
ansott,ansotte,ansotte,73
augenhoh,augenhöhe,on an equal footing,73
bali,bali,bali,73
bergneustadt,bergneustadt,bergneustadt,73
besiktas,besiktas,34353 besiktas,73
blok,blok,blok,73
debutiert,debütiert,chevrolet debuts mid-engine c8,73
diat,diat,diet,73
inhaftier,inhaftierung,imprisonment,73
janer,janerik,janerik,73
josip,josip,josip,73
konditionalitat,konditionalität,conditionality,73
konditorei,konditorei,pastries,73
lesedau,lesedauer,time to read,73
match,matchen,matching,73
medienkonferenz,medienkonferenz,mediaconference,73
milch,milch,milk,73
nordjylland,nordjylland,north jylland,73
rokt,rokt,rokt,73
southgat,southgate,southgate,73
spezialitat,spezialität,speciality,73
stringency,stringency,chart: stringency index points to the end of the easing phase in europe,73
ubersetzerin,übersetzerin,translator,73
umweltbundesamt,umweltbundesamt,federal environment agency,73
unip,uniper,uniper,73
verf,verf,verf,73
wilk,wilke,wilke,73
zahlungsmittel,zahlungsmittel,payment methods,73
zustandekomm,zustandekomme,come about,73
abonni,abonniere,subscribing,72
augstein,augstein,augstein,72
beierlorz,beierlorzer,beierlorzer,72
blitzschnell,blitzschnell,super fast,72
expertenmein,expertenmeinung,expert opinion,72
feldzug,feldzug,campaign,72
fran,fran,inv,72
friedensnobelpreis,friedensnobelpreis,nobel peace prize,72
gartlehn,gartlehner,garden leaning,72
grundungsmitglied,gründungsmitglied,founder member,72
gruppentraining,gruppentraining,group training,72
institutet,institutet,institute,72
josi,josi,josi,72
judit,judit,book of judith,72
kleinpol,kleinpolen,lesser poland,72
konaté,konaté,konaté,72
lenert,lenert,lenert,72
magdalena,magdalena,magdalena,72
miroslav,miroslav,miroslav rada,72
nfotdifo,nfotdifo,nfotdifo,72
pinkpanorama,pinkpanorama,pink panorama,72
rated,rated,rated,72
salz,salz,salt,72
shapps,shapps,shapps,72
spielstark,spielstarke,this powerful gaming calculator could be tested in many places,72
stavang,stavanger,stavanger,72
steuerhinterzieh,steuerhinterzieher,tax evaders,72
viruskonzentration,viruskonzentration,"because there is a high concentration of the virus in there, which is infectious",72
walk,walken,fulling,72
weitendorf,weitendorf,weitendorf,72
weltranglistenplatz,weltranglistenplatz,world ranking,72
wirr,wirr,somewhat confused,72
abschlussdokument,abschlussdokument,close-out document,71
alicant,alicante,alicante,71
aufstellt,aufstellt,how is the oem set up,71
banknot,banknote,bank note,71
biathlon,biathlon,biathlon,71
containerumschlag,containerumschlag,the container turnover increased sharply again,71
forist,forist,forist,71
fussballstar,fussballstar,soccer star,71
hinausgekomm,hinausgekommen,got out,71
hoefn,hoefner,hoefner,71
holm,holm,holm,71
immobilienfond,immobilienfonds,real estate funds,71
inspektion,inspektion,inspection,71
intra,intra,dd intra,71
luftstrom,luftstrom,air flow,71
marchanzeig,marchanzeiger,march indicator,71
masserey,masserey,masserey,71
netzwerkausrust,netzwerkausrüster,network equipment,71
pavard,pavard,pavard,71
personalrochad,personalrochade,personal rochade,71
puskas,puskas,puskas,71
sargent,sargent,sargent,71
sozialpartnerschaft,sozialpartnerschaft,social partnership,71
topfavorit,topfavorit,pot favorite,71
umkehrschluss,umkehrschluss,"on the other hand,&#x0d",71
urlaubreis,urlaubreisen,vacation travel,71
verteidigungspolit,verteidigungspolitik,defense policy,71
vita,vita,curriculum vitae,71
wartung,wartung,maintenance,71
wittlich,wittlich,wittlich,71
zeigefing,zeigefinger,pointer finger,71
alle,allee,avenue,70
bailey,bailey,b a i l e y,70
beut,beute,prey,70
bewunder,bewunderung,admiration,70
boss,boß,boss,70
cedric,cedric,cedric,70
enim,enim,enim,70
fussballclub,fussballclub,football club,70
gangi,gangi,gangi,70
haid,haid,dr. haid,70
heraklion,heraklion,heraklion,70
immobilienakti,immobilienaktien,real estate shares dividends,70
linnemann,linnemann,winfried linnemann,70
lourd,lourd,lourd,70
mamas,mamas,mums,70
median,median,median,70
mengel,mengel,k. graser-mengel,70
menschenkett,menschenkette,human chain,70
pepp,pepp,pepp,70
peripheri,peripherie,peripheral equipment,70
pomeranz,pomeranz,pomeranz,70
popiesch,popiesch,popiesch,70
prestigetracht,prestigeträchtige,"incidentally, the prestigious",70
regierungsrat,regierungsrat,government councilor,70
riecht,riecht,smells,70
salmin,salminen,ilmi salminen,70
winterpaus,winterpause,winter break,70
witsel,witsel,witsel,70
allsvenskan,allsvenskan,allsvenskan,69
antlitz,antlitz,arno antlitz,69
branchenprimus,branchenprimus,industry leader,69
entgeltfortzahl,entgeltfortzahlung,continuation of salary,69
erbsubstanz,erbsubstanz,genetic material,69
europaerin,europäerin,european,69
fasziniert,fasziniert,fascinated,69
gerda,gerda,gerda,69
grunwettersbach,grünwettersbach,grünwettersbach,69
investigativ,investigativ,investigative,69
ironman,ironman,ironman,69
kaczynski,kaczynski,ted kaczynski,69
klimabilanz,klimabilanz,climate footprint,69
kulturbranch,kulturbranche,cultural industry,69
mitzutrag,mitzutragen,to bear,69
neugeschaft,neugeschäft,new business,69
novodiag,novodiag,novodiag,69
oland,öland,öland,69
pankow,pankow,pankow,69
pichai,pichai,pichai,69
pirlo,pirlo,pirlo,69
siegesseri,siegesserie,winning streak,69
skans,skansen,skansen,69
skavlan,skavlan,peter skavlan,69
synchron,synchron,synchronous,69
auktion,auktion,auction,68
basta,basta,basta,68
beglich,beglichen,paid,68
bittencourt,bittencourt,ask court,68
campact,campact,campact,68
cashflow,cashflow,cash flow,68
christos,christos,christos aneziris,68
coop,coop,coop,68
coronalag,coronalage,there has been a deviation in the coronavirus situation,68
dauerstreit,dauerstreit,constant dispute,68
eingeknickt,eingeknickt,they crumpled like a cheap suit,68
erwirkt,erwirkt,the official authorization is obtained,68
gauland,gauland,alternative for germany leader alexander gaulland spoke along similar lines,68
gefarbt,gefärbt,dyed,68
gefiltert,gefiltert,filtered,68
geplagt,geplagt,plagued by self-doubt,68
geschaftsquartal,geschäftsquartal,fiscal quarter details,68
giegold,giegold,giegold,68
gustafson,gustafson,gustafson,68
hanna,hanna,hanna,68
kirschenmann,kirschenmann,cherry man,68
kompromissangebot,kompromissangebote,compromise offers,68
lorenzo,lorenzo,lorenzo,68
nothilfefond,nothilfefonds,emergency fund,68
osterwoch,osterwoche,holy week,68
purn,pürner,"<g id=""2"">pürner</g> (fn",68
raketenhaft,raketenhaften,rocket-like,68
rechtsstaatsprinzipi,rechtsstaatsprinzipien,rule of law principles,68
reisetat,reisetätigkeit,travelling,68
rickard,rickard,tex rickard,68
schlussphas,schlussphase,closing phase,68
schmerzgrenz,schmerzgrenze,threshold of pain,68
sollid,solliden,shouldiden,68
spielfreud,spielfreude,playfulness,68
standerat,ständerat,council of states,68
svegfor,svegfors,svegfors,68
todesmut,todesmut,courage to die,68
unvorhergeseh,unvorhergesehene,unforeseen travel expenses,68
walth,walther,walther,68
xjfef,xjfefs,xjfefs,68
asylreform,asylreform,asylum reform,67
ausnahmeregeln,ausnahmeregeln,exceptions to availability,67
baudet,baudet,baudet,67
blak,blake,blake,67
breitbandinternet,breitbandinternet,broadband internet,67
britton,britton,gary britton,67
charlottenburg,charlottenburg,charlottenburg,67
chips,chips,chips,67
cortina,cortina,cortina,67
debicki,debicki,debicki,67
dritthauf,dritthäufigste,the third most common mistake is,67
einreiseregeln,einreiseregeln,entry rules,67
engagement,engagements,engagements,67
explor,explore,explore,67
fernduell,fernduell,a duel remote from home,67
fullkrug,füllkrug,1 filling jug made of plastic,67
globalconnect,globalconnect,globalconnect,67
hauptsaison,hauptsaison,high season,67
hochhalt,hochhält,holds up,67
hormann,hormann,"hormann, harald",67
kanalinsel,kanalinsel,channel island,67
kostspiel,kostspielig,expensive,67
langzeiterkrank,langzeiterkrankung,long-term illness,67
linienflug,linienflug,line flight,67
linksverteid,linksverteidiger,left-back,67
lisek,lisek,lisek,67
luftfracht,luftfracht,air freight,67
miln,milne,milne,67
navistar,navistar,navistar,67
ochsenhaus,ochsenhausen,ochsenhausen,67
olympiasiegerin,olympiasiegerin,olympic champion,67
phanotyp,phänotyp,phenotype,67
plavec,plavec,plavec,67
quartalsvergleich,quartalsvergleich,ebit remained unchanged in quarterly comparison,67
rekordhoh,rekordhohe,record high,67
spielfilm,spielfilm,film game,67
staffeln,staffeln,scale,67
statui,statuieren,we want set a global example with our company,67
teilnehmerland,teilnehmerland,participating country,67
vizeweltmeist,vizeweltmeister,juniors: vice world champion,67
volksschul,volksschule,folk school,67
vorstadt,vorstadt,sub-urban,67
waldorfschul,waldorfschule,waldorf school,67
anbahn,anbahnen,initiate,66
arktis,arktis,arctic,66
bandnam,bandname,strap name,66
bildungsmassnahm,bildungsmaßnahmen,pre-vocational training measures,66
brett,brett,board,66
cabolis,cabolis,cabolis,66
camus,camus,heike camus,66
conchita,conchita,conchita,66
datenschutzbeauftragt,datenschutzbeauftragte,data protection officer,66
dosb,dosb,dosb,66
fleischmann,fleischmann,fleischmann,66
gagnamagnið,gagnamagnið,gagnamagnið,66
galadinn,galadinner,gala dinners,66
gesch,gesch,reference no,66
goretzka,goretzka,goretzka,66
gratulation,gratulation,congratulations,66
hard,harde,harde,66
hasserfullt,hasserfüllt,hatred,66
hierro,hierro,el hierro,66
hummelgaard,hummelgaard,hummelgaard,66
infektionsdruck,infektionsdruck,infection pressure,66
knot,knoten,node,66
kocak,kocak,"ayse kocak, ceo of gc aesthetics",66
luftrein,luftreiniger,air purifier,66
martiniqu,martinique,martinique,66
mauthaus,mauthausen,mauthausen,66
nachahm,nachahmen,impersonate,66
prnewswir,prnewswire,prnewswire,66
profili,profiliere,making your mark as a sustainable fashion blogger,66
reisefachfrau,reisefachfrau,travel agent,66
remix,remix,remix,66
ssen,ssen,sweet,66
tabus,tabus,taboos,66
traumeb,traumebene,dream level,66
umverteilt,umverteilt,overdue tasks are redistributed,66
unub,unüblich,practice,66
verbraucherinn,verbraucherinnen,consumers,66
wandbild,wandbild,poster,66
welthit,welthit,world hit,66
allmending,allmendinger,ralf allmendinger,65
altenburg,altenburg,altenburg,65
auftaktsieg,auftaktsieg,opening victory,65
causa,causa,causa,65
damaskus,damaskus,damascus,65
devos,devos,devos,65
elefant,elefant,elephant,65
geburtenrat,geburtenrate,birth rate,65
gelacht,gelacht,laughed,65
germain,germain,st germain,65
hansa,hansa,hansa,65
hazard,hazard,hazard,65
hektik,hektik,hectic,65
jadon,jadon,jadon,65
kinderzuschlag,kinderzuschlag,child supplement benefits,65
krankheitsausbruch,krankheitsausbruch,disease outbreak,65
laxed,laxed,laxed,65
lindau,lindau,lindau,65
mariann,marianne,marianne p,65
messn,messner,messner,65
mitzuarbeit,mitzuarbeiten,community life,65
neuss,neuss,neuss,65
pflegehelferin,pflegehelferin,nursemaid/nanny,65
platzverschieb,platzverschiebungen,shifts in space,65
pressestimm,pressestimme,press vote,65
rass,rasse,breed,65
riedl,riedl,mrs. riedl,65
savag,savage,savage club,65
selbstrein,selbstreinigende,self-cleaning,65
sportanlass,sportanlässe,sporting events,65
steg,steg,bridge,65
sutt,sutter,sutter stefan,65
teilnehmerbeschrank,teilnehmerbeschränkung,participant restrictions,65
trainingsplatz,trainingsplatz,indoor training hub,65
uran,uran,uranium,65
verquickt,verquickt,merged,65
vertag,vertagen,adjourn conversation,65
westling,westling,westling,65
xfsefo,xfsefo,xfsefo,65
zahlungsverkehr,zahlungsverkehr,payment transactions,65
abschlusstraining,abschlusstraining,final training,64
bronn,bronner,marcus bronner,64
calcio,calcio,calcio,64
chefredakteurin,chefredakteurin,editor-in-chief,64
cytiva,cytiva,cytiva,64
dahl,dahl,dahl,64
dehnt,dehnt,stretches,64
dirigent,dirigent,conducting,64
dreissigjahr,dreissigjährige,thirty year old,64
europacup,europacup,gstaadlife assignment: the europacup,64
flugkapazitat,flugkapazität,flight capacity,64
fohring,fohringer,fohringer,64
fuhrungsspitz,führungsspitze,guided tip,64
gard,gard,gard,64
guidetti,guidetti,giovanni guidetti,64
hauptsorg,hauptsorge,main concern,64
hinspiel,hinspiel,first leg,64
konditor,konditor,"confectioner, pastry cook (male",64
krisenmassnahm,krisenmaßnahme,crisis measure,64
landespolit,landespolitik,state policy,64
loack,loacker,loacker ag,64
ludwigshaf,ludwigshafen,ludwigshafen,64
luftaustausch,luftaustausch,no exchange of air,64
marion,marion,marion,64
mcleod,mcleod,doc owner: david mcleod,64
misch,misch,mix,64
mittelsitz,mittelsitz,centre seat + center seating bench,64
munnerstadt,münnerstadt,münnerstadt,64
