stem,long,translation,n
møre,møre,tender,108
nervøs,nervøs,the atmosphere is tense and nervous,108
øged,øgede,increased,108
paolo,paolo,san paolo,108
remdesivir,remdesivir,remdesivir,108
smittetall,smittetall,infection rates,108
sykehusen,sykehusene,the hospitals,108
torg,torg,marketplace,108
träd,träd,tree,108
alarm,alarm,alarm,107
asylansøger,asylansøgere,asylum seekers,107
därifrån,därifrån,home,107
generalsekreter,generalsekreterare,secretary-general,107
gotland,gotland,gotland,107
gult,gult,yellow,107
helsingborg,helsingborg,helsingborg,107
herfr,herfra,from here,107
hong,hong,hong kong,107
inneb,innebar,meant,107
innreis,innreise,entry,107
jonathan,jonathan,jonathan,107
kalend,kalender,calendar,107
kølvandet,kølvandet,the wake,107
konge,kongelig,kongelig resolusjon av 22.6.2000,107
kryss,kryss,diagonal brace,107
lært,lært,learned,107
lærte,lærte,learned,107
lågt,lågt,$,107
nærhed,nærhed,proximity,107
noreg,noreg,33.74% 0.00% 0.23% 0.33,107
princess,princess,princess,107
samuel,samuel,samuel,107
søger,søger,seeking,107
sprit,sprit,spirit,107
sträck,sträck,stretch,107
tilmeld,tilmeld,sign up,107
toppolitik,toppolitiken,top policy,107
uændret,uændret,unchanged,107
anhold,anholdelse,arrest,106
anthony,anthony,"anthony, texas",106
arbetstid,arbetstid,working hours,106
årsstämman,årsstämman,annual shareholders meeting,106
baltisk,baltisk,baltic,106
beret,berett,prepared binder,106
bevidst,bevidst,consciously,106
billedern,billederne,the pictures,106
blodtryck,blodtryck,blood pressure,106
diplomatisk,diplomatisk,diplomacy,106
egnet,egnet,suitable,106
fåtal,fåtal,only a very few,106
forældren,forældrene,the parents,106
forhandlingern,forhandlingerne,the negotiations,106
forskell,forskelle,differences,106
förutsat,förutsatt,provided that,106
genopbluss,genopblussen,re-flush,106
gilt,gilt,valid until,106
inflation,inflation,econ inflation,106
involver,involvera,involve family,106
konkurrenc,konkurrence,competition,106
krist,krista,krista,106
lisbeth,lisbeth,ms lisbeth rydefjärd,106
ljuset,ljuset,the light,106
madam,madam,madam,106
madeir,madeira,madeira,106
medvetn,medvetna,consciousness,106
mennesket,mennesket,man,106
monsieur,monsieur,"but monsieur, i didn't mean",106
nære,nære,close,106
nævner,nævner,mentions,106
nedstäng,nedstängd,zone xx shut down,106
operer,operera,gonna operate on your leg,106
pasienten,pasientene,patients,106
philipp,philipp,telephon,106
problematisk,problematisk,problematic video player,106
scott,scott,scott,106
siècl,siècle,century,106
stiftet,stiftet,unlocking pin,106
tackl,tackla,how are we to tackle that,106
thor,thor,thor,106
væksten,væksten,growth,106
aktivist,aktivist,activism,105
angår,angår,don’t concern me,105
anställning,anställning,employment,105
avsik,avsikt,intention,105
besvik,besvikelse,bummer,105
brann,brann,did the tree burn,105
coronastrategi,coronastrategi,corona strategy,105
demokrat,demokratar,democrats,105
fattigst,fattigste,poorest,105
fodboldforbund,fodboldforbund,football federation,105
förebygg,förebygg,prevent rounding errors,105
föremål,föremål,subject,105
förväntning,förväntningar,expectations,105
grundlov,grundlov,constitution,105
harry,harry,harry,105
hörd,hörd,be heard,105
intill,intill,close-up,105
island,islands,islands,105
kongress,kongress,congress,105
krisepakk,krisepakke,crisis package,105
lantbruk,lantbruk,farming,105
mataffär,mataffär,grocery store,105
metall,metall,metal,105
michell,michelle,michelle,105
montenegro,montenegro,montenegro,105
myrholm,myrholm,myrholm,105
östergötland,östergötland,östergötland,105
överrask,överraska,surprise,105
resultaten,resultatene,the results,105
rigshospitalet,rigshospitalet,rigshospitalet,105
schweizisk,schweizisk,switzerland,105
somali,somali,ahmed somali,105
spender,spendera,spend,105
sundhedsvæs,sundhedsvæsen,healthcare,105
sväng,sväng,groove,105
taux,taux,rates,105
udelukkend,udelukkende,exclusively,105
vädj,vädja,"i would, however, appeal for consistency",105
advaret,advaret,warned,104
afsluttet,afsluttet,completed,104
angreb,angreb,attack,104
anslår,anslår,the banks are not providing funds,104
antistof,antistof,antibody,104
bokning,bokning,booking,104
carrero,carrero,carrero,104
christ,christ,105 xingning christ craftworks co. ltd,104
dimension,dimension,dimensions,104
djupt,djupt,deeply,104
dödsfallet,dödsfallet,death,104
extraordinär,extraordinär,extraordinary reserve,104
farm,farma,denmark,104
forkl,forkla,explain,104
gjer,gjer,gjer,104
glädj,glädja,enjoy,104
gustaf,gustaf,gustav,104
håndfuld,håndfuld,handful,104
hind,hinde,hinde,104
horst,horst,horst,104
inlag,inlaga,plea,104
jess,jess,jess,104
jubel,jubel,wild cheers,104
køge,køge,køge,104
læser,læser,reads,104
lansering,lansering,launching,104
mediern,medierne,the media,104
mods,modsat,opposite,104
preliminär,preliminär,preliminary,104
protokoll,protokoll,protocol,104
pust,pust,bee smoker,104
rart,rart,rart,104
resmål,resmål,travel purpose,104
resultatern,resultaterne,the results,104
skandinavi,skandinavia,scandinavia,104
skyd,skyde,shoot,104
småningom,småningom,eventually,104
stug,stuga,cabin,104
sundhedsvæsenet,sundhedsvæsenet,health care,104
synspunk,synspunk,point of view,104
territoir,territoire,département du territoire de belfort,104
underliggend,underliggende,underlying,104
venskab,venskab,friendship,104
adspurg,adspurgt,asked,103
ærger,ærger,annoy,103
aftenpost,aftenposten,the evening post,103
avvak,avvakta,await,103
badminton,badminton,badminton,103
bakomligg,bakomliggande,behind it,103
bekjemp,bekjempe,combat,103
beklag,beklaga,regret,103
bilindustri,bilindustri,motor vehicle industry,103
bryr,bryr,don't care,103
dårliger,dårligere,worse,103
death,deaths,deaths,103
delet,deletat,deleted,103
distribuer,distribuera,deploy,103
elis,elis,elis,103
europaparlamentet,europaparlamentet,european parliament,103
filial,filial,branch,103
förblir,förblir,remains,103
fornemm,fornemme,upscale,103
förvandl,förvandla,transform the room,103
gren,gren,branch,103
hållet,hållet,the direction,103
jämtland,jämtland,jämtland,103
matematisk,matematisk,mathematics,103
motstand,motstand,pain in abduction against resistance 90°,103
overstået,overstået,over,103
påvis,påvisa,to detect any anomalies,103
philip,philip,filippo,103
ränt,ränta,interest,103
rederi,rederi,company,103
sælges,sælges,saelges til,103
scor,scorar,to score,103
sollentun,sollentuna,sollentuna,103
sports,sportslig,sporting,103
symtomfri,symtomfri,asymptomatic,103
utfärd,utfärda,do not issue,103
virusudbruddet,virusudbruddet,the virus outbreak,103
andorr,andorra,ad,102
åtag,åtaga,undertake,102
äter,äter,eating,102
avvik,avvik,deviation,102
axel,axel,shoulder,102
benny,benny,benny,102
borgerservic,borgerservice,citizen service,102
chanc,chancen,chancen,102
dennis,dennis,doyle,102
exploder,explodera,may explode,102
fack,fack,compartment,102
familiemedlemm,familiemedlemmer,family members,102
flyvning,flyvning,flight,102
germaniqu,germanique,germanique,102
grip,gripa,to seize,102
hemmaplan,hemmaplan,home ground,102
hørsholm,hørsholm,hørsholm,102
hustved,hustvedt,hustvedt,102
industriell,industriell,industrial,102
insat,insats,area,102
italiener,italienere,italians,102
kampen,kampene,the fights,102
kläd,kläd,clothes,102
konferans,konferansar,conferences,102
konferenc,konference,conference,102
ledarskap,ledarskap,headship,102
løfter,løfter,lifting,102
meningsmåling,meningsmåling,poll,102
mobiliser,mobilisera,mobilize,102
oppnå,oppnå,achieve,102
parad,paraden,paraden leksand - en del av riksteatern,102
popularitet,popularitet,popularity,102
søster,søster,mouna tells him that she was her sister,102
successivt,successivt,calibrate successed,102
trådt,trådt,entered,102
træder,træder,enters,102
tusenvis,tusenvis,thousands,102
vurdert,vurdert,rated,102
westerholm,westerholm,mikael westerholm,102
advart,advart,warning,101
bach,bach,johann sebastian bach,101
begrund,begrunda,"however, a moment's reflection is called for",101
coronatal,coronatal,coronatal,101
damm,damm,dust,101
dryg,dryg,glyg,101
efterlys,efterlyser,looking for information,101
ekonom,ekonom,economist,101
erdogan,erdogan,"mr erdogan, do you perhaps have a map",101
fiend,fiende,enemy,101
förnyb,förnybar,renewable resource,101
fortid,fortid,past,101
halvan,halvan,one half last,101
havnet,havnet,ended up,101
holt,holt,holt,101
hubei,hubei,hubei,101
intervjun,intervjun,about the interview,101
intresser,intressera,jobs that might interest you,101
jørn,jørn,iron,101
kevin,kevin,kevin,101
kilo,kilo,kilogram,101
kling,kling,pippi longstocking,101
kontaktet,kontaktet,contacted,101
ligefrem,ligefrem,straightforward,101
lokalavis,lokalavisa,local newspaper,101
medvet,medvetande,conscious,101
øjeblik,øjeblik,moment,101
omfattet,omfattet,covered,101
rakt,rakt,straight,101
religiös,religiös,religious persecution,101
respon,respons,stimulus,101
riskområd,riskområde,dangerous site,101
salling,salling,salling,101
seksuell,seksuell,sexual,101
snarer,snarere,rather,101
sønderborg,sønderborg,sønderborg,101
stämning,stämning,summons,101
teknologisk,teknologisk,cladding technology,101
tempo,tempo,tempo,101
tilst,tilstad,present,101
titl,titlar,titles,101
vælge,vælge,choose,101
afslutning,afslutning,completion,100
allting,allting,thing,100
avslør,avsløre,reveal,100
bankern,bankerne,the banks,100
brøndby,brøndby,brøndby municipality,100
citer,citera,quotation,100
eksam,eksamen,exam,100
eksotisk,eksotisk,exotic,100
fanget,fanget,caught,100
fekk,fekk,got,100
formulär,formulär,form,100
forsvundet,forsvundet,disappeared,100
himmel,himmel,sky,100
inrät,inrätta,set up,100
jordan,jordan,jordan river,100
kollap,kollaps,collapse,100
koloni,koloni,colony,100
kraven,kravene,the requirements,100
kriminell,kriminell,criminal,100
landsholdet,landsholdet,the national team,100
lempet,lempet,lempet,100
lennart,lennart,lennart,100
lolland,lolland,lolland,100
mäkt,mäkta,lars looked mightily victorious,100
medmindr,medmindre,unless,100
nicl,niclas,niclas,100
nigeri,nigeria,nigeria,100
obam,obama,barack obama,100
omstart,omstart,restart,100
parret,parret,the couple,100
passend,passende,appropriate,100
privatskol,privatskole,private school,100
rött,rött,red,100
sällskap,sällskap,societies,100
sein,sein,"wife of brig-gen san tun, d.o.b",100
smitteudbrud,smitteudbrud,outbreaks,100
sparsamm,sparsamma,we have been economical,100
station,stationen,stationen,100
telt,telt,tent,100
udelukk,udelukke,exclude,100
udspil,udspil,play,100
utman,utmana,challegene,100
utvärdering,utvärdering,ratings,100
været,været,been,100
varumärk,varumärke,brand,100
vaskerøret,vaskerøret,the washing pipe,100
viruspartikl,viruspartiklar,virus particles,100
zeitung,zeitung,süddeutsche zeitung,100
band,banda,banda,99
bestod,bestod,the committee consisted of,99
bluss,bluss,flare,99
brinn,brinna,let the concrete set,99
dødstallen,dødstallene,the death toll,99
drost,drosten,drosten,99
ejendomm,ejendomme,jemo ejendomme,99
eksister,eksisterande,existing,99
enhedslist,enhedslisten,the device list,99
etnisk,etnisk,ethnic group,99
exister,existera,be,99
føles,føles,feels,99
förstod,förstod,understood,99
frisør,frisør,hairdresser,99
gøres,gøres,done,99
grundskol,grundskola,primary education,99
herman,herman,herman,99
herning,herning,"mr lars krarup, mayor of herning",99
indenrigsminist,indenrigsminister,minister of the interior,99
laved,lavede,made,99
nedstenging,nedstenging,shutdown,99
norde,nordea,nordea,99
notering,notering,aside,99
opdater,opdatere,update,99
orim,orimlig,excessive height of chimney stacks,99
presentasjon,presentasjon,presentation,99
provt,provta,number of establishments to be sampled per poultry category,99
sammanställning,sammanställning,summary,99
scandlin,scandlines,scandlines,99
sjællandsk,sjællandske,zealand,99
spritt,spritt,spritt,99
tierp,tierp,tierp,99
tiotusental,tiotusentals,tiotusentals,99
topmød,topmøde,topmøde,99
træne,træne,træne,99
turné,turné,turné,99
uppenbart,uppenbart,uppenbart,99
beståend,bestående,bestående,98
dannet,dannet,dannet,98
domm,dommaren,dommaren,98
etableret,etableret,etableret,98
euroobligation,euroobligationer,euroobligationer,98
flick,flick,flick,98
församling,församling,församling,98
fungerend,fungerende,fungerende,98
gælde,gælde,gælde,98
georgi,georgi,georgi,98
godkän,godkänna,godkänna,98
jämn,jämn,jämn,98
långsamt,långsamt,långsamt,98
låst,låst,låst,98
markn,marknad,marknad,98
medarbeider,medarbeidere,medarbeidere,98
menneskeliv,menneskeliv,menneskeliv,98
microsoft,microsoft,microsoft,98
misted,misted,misted,98
nicolai,nicolai,nicolai,98
nøje,nøje,nøje,98
northbaz,northbaze,northbaze,98
nøye,nøye,nøye,98
omstrid,omstridd,omstridd,98
pålag,pålagde,pålagde,98
rasism,rasism,rasism,98
redaktør,redaktør,redaktør,98
regeringskansliet,regeringskansliet,regeringskansliet,98
relateret,relateret,relateret,98
restriktiv,restriktiv,restriktiv,98
skandal,skandal,skandal,98
smittofall,smittofall,smittofall,98
smittoläget,smittoläget,smittoläget,98
smittskyddsen,smittskyddsenhet,smittskyddsenhet,98
sponsor,sponsorar,sponsorar,98
sundhedskris,sundhedskrise,sundhedskrise,98
thurfjell,thurfjell,thurfjell,98
tommy,tommy,tommy,98
truet,truet,truet,98
tull,tull,tull,98
undant,undanta,undanta,98
unibrew,unibrew,unibrew,98
väntan,väntan,väntan,98
värm,värm,värm,98
verdensøkonomi,verdensøkonomi,verdensøkonomi,98
aksj,aksjar,aksjar,97
analytik,analytikaren,analytikaren,97
arrangert,arrangert,arrangert,97
beakt,beakta,beakta,97
bekymrend,bekymrende,bekymrende,97
beordr,beordra,beordra,97
beställ,beställ,beställ,97
christiansborg,christiansborg,christiansborg,97
flot,flot,flot,97
förut,förut,förut,97
gabriel,gabriel,gabriel,97
halland,halland,halland,97
indebær,indebære,indebære,97
innovativ,innovativ,innovativ,97
joseph,joseph,joseph,97
judisk,judisk,judisk,97
kerstin,kerstin,kerstin,97
kyst,kyst,kyst,97
mahmoud,mahmoud,mahmoud,97
matematik,matematik,matematik,97
mess,messa,messa,97
michal,michal,michal,97
moral,morale,morale,97
nann,nanna,nanna,97
offentliggjord,offentliggjorda,offentliggjorda,97
operasjon,operasjon,operasjon,97
osäkert,osäkert,osäkert,97
påvirkning,påvirkning,påvirkning,97
planet,planeta,planeta,97
restriksjonen,restriksjonene,restriksjonene,97
stabilitet,stabilitet,stabilitet,97
statistisk,statistisk,statistisk,97
sundhedssystem,sundhedssystem,sundhedssystem,97
svagt,svagt,svagt,97
syng,synge,synge,97
teamet,teamet,teamet,97
tragedi,tragedi,tragedi,97
tragisk,tragisk,tragisk,97
trakk,trakk,trakk,97
uppstår,uppstår,uppstår,97
ventetid,ventetid,ventetid,97
videregåend,videregående,videregående,97
absurd,absurd,absurd,96
anordn,anordna,anordna,96
anset,anset,anset,96
arbetskraft,arbetskraft,arbetskraft,96
återinför,återinför,återinför,96
avskaff,avskaffa,avskaffa,96
besøgend,besøgende,besøgende,96
comeback,comeback,comeback,96
coronautbrottet,coronautbrottet,coronautbrottet,96
drømmer,drømmer,drømmer,96
dystr,dystra,dystra,96
ekstrakoncert,ekstrakoncert,ekstrakoncert,96
